"ID","Leeftijd","Regiokenmerken","Inwoners_1","Bijstandsontvangers_2","Bijstandsdichtheid_3","Instroom_4","Instroom_5","Uitstroom_6","Uitstroom_7","UitstroomNaarWerk_8","UitstroomNaarWerk_9","PersonenMetReIntegratievoorziening_10","WerkNaReIntegratie_11","WerkNaReIntegratie_12","PersonenMetBijstandEnReIntegratie_13","BijstandsontvangersMetReIntegratie_14","ReIntegratieontvangersMetBijstand_15","WSWWerknemers_16","WSWDichtheid_17"
"737","90100","GM0733 ","    7210","     120","    16.0","      20","    12.5","      20","    16.0","      10","     8.5","      80","       .","       .","      70","    57.5","    79.5","      20","     3.0"
"738","90100","GM1705 ","   29760","     560","    19.0","     150","    21.5","     110","    16.5","      50","     7.5","     330","       .","       .","     220","    39.5","    68.0","     210","     7.0"
"739","90100","GM0553 ","   14350","     280","    19.5","      80","    23.0","      70","    20.0","      40","    11.0","     100","       .","       .","      70","    26.0","    76.0","      80","     5.5"
"740","90100","GM0140 ","    6840","     140","    20.5","      40","    19.0","      40","    22.5","      30","    16.0","      50","       .","       .","      40","    25.0","    65.0","      30","     5.0"
"741","90100","GM0262 ","   19960","     490","    24.5","     110","    18.5","     110","    18.5","      60","    10.0","     390","       .","       .","     280","    56.5","    71.0","     120","     6.0"
"742","90100","GM0809 ","   14840","     270","    18.5","      90","    22.5","      90","    23.5","      60","    15.0","     100","       .","       .","      60","    22.5","    58.5","     160","    10.5"
"743","90100","GM0331 ","    9640","     150","    15.5","      40","    24.0","      30","    18.5","      20","    10.5","      80","       .","       .","      60","    41.0","    74.0","      30","     3.5"
"744","90100","GM0024 ","    6230","     240","    38.5","      90","    27.0","      80","    24.0","      50","    16.0","      60","       .","       .","      50","    20.0","    75.0","      50","     8.5"
"745","90100","GM0168 ","   14240","     410","    29.0","     140","    25.0","     150","    27.0","      70","    12.0","     200","       .","       .","     150","    36.0","    76.5","     160","    11.0"
"746","90100","GM0263 ","   16050","     280","    17.5","     100","    28.0","      60","    18.5","      30","     9.0","     130","       .","       .","     100","    37.5","    82.5","     100","     6.0"
"747","90100","GM1641 ","   15130","     320","    21.5","      90","    20.5","      90","    21.0","      40","    10.0","     150","       .","       .","     100","    30.0","    65.0","     120","     8.0"
"748","90100","GM0556 ","   20330","     990","    48.5","     210","    17.0","     240","    19.5","     120","    10.0","     520","       .","       .","     420","    42.5","    80.5","     200","    10.0"
"749","90100","GM0935 ","   85520","    4020","    47.0","     940","    18.5","     910","    18.0","     460","     9.0","    2050","       .","       .","    1580","    39.5","    77.0","     920","    11.0"
"750","90100","GM1663 ","    6290","     290","    46.5","      80","    20.5","      80","    21.0","      40","    11.5","     290","       .","       .","     230","    80.0","    79.5","      70","    11.0"
"751","90100","GM0025 ","    7000","     200","    28.0","      60","    25.0","      50","    18.5","      30","    10.5","      90","       .","       .","      70","    36.0","    75.5","      60","     9.0"
"752","90100","GM0420 ","   28590","     590","    20.5","     200","    26.5","     160","    21.5","     100","    13.0","     330","       .","       .","     250","    42.5","    75.5","     110","     4.0"
"753","90100","GM0938 ","   11790","     280","    23.5","      80","    24.5","      60","    17.5","      30","     8.5","     180","       .","       .","     140","    50.0","    78.0","      80","     6.5"
"754","90100","GM1948 ","   52290","     950","    18.0","       0","       .","       0","       .","     120","     0.0","     520","       .","       .","     320","    33.5","    62.0","     710","    13.5"
"755","90100","GM1908 ","    8510","     220","    26.0","      60","    20.0","      60","    22.0","      30","    10.0","     150","       .","       .","     120","    52.5","    79.5","      50","     6.0"
"756","90100","GM1987 ","    7980","     360","    45.0","     100","    21.5","     110","    22.5","      60","    12.0","     330","       .","       .","     280","    78.0","    85.0","     130","    16.0"
"757","90100","GM0119 ","   21540","     780","    36.0","     220","    21.5","     200","    20.0","     120","    12.5","     720","       .","       .","     560","    72.0","    78.0","     320","    15.0"
"758","90100","GM0687 ","   30590","    1500","    49.0","     370","    19.5","     330","    17.5","     180","     9.5","     140","       .","       .","     100","     6.5","    70.0","     290","     9.5"
"759","90100","GM1842 ","   12670","     170","    13.5","      70","    32.5","      50","    23.0","      20","    10.5","      40","       .","       .","      20","    10.0","    44.5","      30","     2.5"
"760","90100","GM1731 ","   21040","     520","    24.5","     190","    27.0","     160","    23.0","      90","    12.5","     420","       .","       .","     300","    58.5","    73.0","     180","     8.5"
"761","90100","GM0815 ","    7100","     120","    17.0","      30","    18.5","      30","    21.5","      20","    13.5","      60","       .","       .","      40","    28.5","    60.5","     130","    18.0"
"762","90100","GM1709 ","   23790","     550","    23.0","     130","    18.5","     140","    20.0","      80","    12.0","     150","       .","       .","      90","    16.5","    61.0","     120","     5.0"
"763","90100","GM1927 ","   18570","     270","    14.5","      80","    24.5","      70","    19.5","      40","    10.5","     190","       .","       .","     160","    60.5","    84.0","      50","     2.5"
"764","90100","GM1955 ","   22920","     470","    20.5","     130","    19.5","     160","    24.5","      80","    11.5","     350","       .","       .","     240","    50.5","    69.0","     230","    10.0"
"765","90100","GM0335 ","    8850","     120","    14.0","      20","    16.0","      30","    20.5","      20","    12.0","      70","       .","       .","      60","    49.5","    84.5","      20","     2.5"
"766","90100","GM0944 ","    4790","     100","    21.5","      30","    21.5","      30","    19.5","      20","    13.5","      10","       .","       .","      10","     6.0","    54.5","      30","     6.5"
"767","90100","GM1740 ","   14950","     310","    20.5","      90","    22.0","      80","    21.0","      40","    10.5","     200","       .","       .","     170","    55.0","    83.0","      60","     4.5"
"768","90100","GM0946 ","   11040","     160","    15.0","      50","    22.0","      60","    25.5","      30","    13.0","      50","       .","       .","      40","    22.5","    70.0","     120","    10.5"
"769","90100","GM0304 ","    8040","     140","    17.0","      40","    19.0","      50","    25.5","      30","    15.0","      30","       .","       .","      20","    13.5","    60.0","      40","     5.0"
"770","90100","GM0356 ","   41270","    1340","    32.5","     300","    17.5","     350","    20.5","     170","    10.0","     700","       .","       .","     540","    40.5","    77.0","     160","     4.0"
"771","90100","GM0569 ","   18460","     300","    16.0","      70","    18.0","      70","    20.5","      40","    11.5","      90","       .","       .","      80","    26.0","    83.5","      60","     3.0"
"772","90100","GM0267 ","   26950","     490","    18.5","     170","    26.5","     130","    20.5","      70","    10.0","     200","       .","       .","     150","    29.5","    73.0","     110","     4.0"
"773","90100","GM0268 ","  126100","    7620","    60.5","    1890","    19.5","    1920","    20.0","    1030","    10.5","     980","       .","       .","     430","     5.5","    44.5","    1050","     8.5"
"774","90100","GM1930 ","   57190","    2450","    43.0","     610","    20.5","     570","    19.0","     340","    11.0","     730","       .","       .","     520","    21.5","    71.0","     310","     5.5"
"775","90100","GM1695 ","    4470","      90","    21.0","      20","    17.5","      40","    27.0","      20","    17.0","      70","       .","       .","      50","    49.5","    69.5","      20","     4.5"
"776","90100","GM1699 ","   19240","     620","    32.0","     640","    50.0","     140","    11.0","      80","     6.0","     340","       .","       .","     240","    38.5","    70.0","     150","     8.0"
"777","90100","GM0171 ","   30360","    1010","    33.0","     320","    23.5","     310","    23.0","     180","    13.0","     870","       .","       .","     670","    66.5","    77.5","     220","     7.5"
"778","90100","GM0575 ","   16810","     340","    20.0","     110","    26.0","      60","    15.0","      40","    10.0","     110","       .","       .","      90","    25.5","    75.5","      80","     5.0"
"779","90100","GM0576 ","   10860","     190","    17.5","      60","    23.0","      60","    22.5","      30","    13.5","      40","       .","       .","      30","    15.0","    72.0","      50","     4.5"
"780","90100","GM0820 ","   13940","     420","    30.0","      90","    18.5","      70","    14.0","      40","     7.5","      90","       .","       .","      60","    15.0","    68.5","      70","     5.0"
"781","90100","GM0302 ","   17000","     310","    18.0","     100","    24.0","     100","    25.0","      50","    13.0","     330","       .","       .","     230","    76.5","    71.0","     140","     8.0"
"782","90100","GM0951 ","    9410","     200","    21.0","      60","    21.5","      70","    25.5","      40","    13.5","     180","       .","       .","     140","    71.5","    80.5","     110","    12.0"
"783","90100","GM0579 ","   14920","     340","    23.0","      90","    21.5","      70","    16.5","      40","    10.0","     190","       .","       .","     150","    42.5","    77.0","      50","     3.0"
"784","90100","GM0823 ","   12130","     150","    12.0","      40","    20.0","      40","    21.5","      20","    13.0","     140","       .","       .","     100","    66.0","    69.5","     120","    10.0"
"785","90100","GM0824 ","   16310","     300","    18.5","     150","    36.0","      90","    20.0","      60","    13.0","     300","       .","       .","     210","    69.0","    69.0","     170","    10.0"
"786","90100","GM1895 ","   24040","    1580","    65.5","     480","    23.0","     470","    22.5","     280","    13.5","    1650","       .","       .","    1390","    88.0","    84.0","     630","    26.0"
"787","90100","GM0269 ","   15150","     320","    21.0","      80","    20.5","      70","    18.0","      40","    10.5","     400","       .","       .","     290","    91.0","    72.0","     110","     7.0"
"788","90100","GM0173 ","   19820","     630","    31.5","     150","    20.0","     130","    17.0","      70","     8.5","     410","       .","       .","     320","    51.0","    79.0","     300","    15.0"
"789","90100","GM1773 ","   11600","     220","    19.0","      70","    22.5","      70","    23.0","      40","    12.0","     170","       .","       .","     140","    64.0","    81.5","     100","     8.0"
"790","90100","GM0175 ","   11050","     240","    22.0","      70","    23.0","      60","    19.5","      40","    12.0","     190","       .","       .","     140","    58.5","    75.5","     130","    12.0"
"791","90100","GM0881 ","    5150","     170","    33.5","      50","    24.0","      50","    22.5","      20","     9.5","      30","       .","       .","      10","     8.0","    54.0","      80","    16.0"
"792","90100","GM1586 ","   19130","     360","    19.0","      80","    17.0","      80","    17.5","      50","    10.0","     410","       .","       .","     310","    86.0","    75.0","     280","    14.5"
"793","90100","GM0826 ","   35220","    1110","    31.5","     260","    18.5","     260","    18.5","     130","     9.0","     410","       .","       .","     200","    18.0","    48.0","     250","     7.0"
"794","90100","GM0085 ","   15960","     610","    38.0","     200","    23.5","     210","    25.0","     110","    13.0","     470","       .","       .","     370","    60.0","    78.5","     160","    10.0"
"795","90100","GM0431 ","    6330","     130","    20.5","      40","    24.5","      20","    13.0","      10","     7.0","      20","       .","       .","      20","    12.5","    72.5","      10","     1.5"
"796","90100","GM0432 ","    7410","     120","    16.0","      40","    22.5","      50","    29.0","      30","    18.5","      70","       .","       .","      60","    46.0","    77.5","      20","     3.0"
"797","90100","GM0086 ","   19000","     640","    34.0","     190","    22.0","     180","    21.5","      90","    10.5","     270","       .","       .","     210","    32.5","    78.5","     140","     7.5"
"798","90100","GM0828 ","   60070","    1810","    30.0","     610","    25.5","     590","    24.5","     320","    13.0","     900","       .","       .","     540","    29.5","    60.0","     920","    15.5"
"799","90100","GM0584 ","   15400","     320","    20.5","      80","    21.5","      70","    18.0","      30","     8.0","     240","       .","       .","     190","    59.5","    79.5","      60","     4.0"
"800","90100","GM1509 ","   25100","     730","    29.0","     150","    17.0","     170","    18.5","      90","    10.0","     270","       .","       .","     190","    27.0","    71.0","     230","     9.0"
"801","90100","GM0437 ","    8540","     190","    22.5","      60","    23.0","      50","    21.0","      30","    13.0","      80","       .","       .","      50","    23.0","    59.0","      10","     1.5"
"802","90100","GM0589 ","    6470","      90","    14.5","      20","    17.5","      20","    18.5","      10","    12.5","      50","       .","       .","      40","    44.5","    93.5","      20","     3.5"
"803","90100","GM1734 ","   30590","     650","    21.5","     160","    21.0","     130","    16.5","      60","     7.5","     620","       .","       .","     460","    70.0","    74.0","     180","     6.0"
"804","90100","GM0590 ","   20300","     600","    29.5","     130","    17.0","     150","    20.0","      90","    12.5","     240","       .","       .","     150","    24.0","    59.5","      90","     4.5"
"805","90100","GM1894 ","   28150","     410","    14.5","     130","    22.5","     130","    23.5","      80","    15.0","     430","       .","       .","     300","    72.5","    69.0","     300","    10.5"
"806","90100","GM0765 ","    7830","     530","    68.0","     150","    23.0","     120","    18.5","      70","    10.0","     260","       .","       .","     230","    42.5","    87.0","     270","    34.0"
"807","90100","GM1926 ","   35200","     600","    17.0","     200","    26.5","     130","    18.0","      60","     8.0","     370","       .","       .","     250","    42.0","    69.5","      70","     2.0"
"808","90100","GM0439 ","   53220","    1770","    33.0","     470","    20.5","     490","    21.5","     300","    13.0","     830","       .","       .","     580","    33.0","    70.5","     290","     5.5"
"809","90100","GM0273 ","   15400","     240","    15.5","      80","    22.5","      90","    25.5","      50","    13.5","      60","       .","       .","      30","    10.5","    39.0","      90","     6.0"
"810","90100","GM0177 ","   23760","     460","    19.0","     120","    21.5","     110","    19.0","      50","     8.5","     390","       .","       .","     320","    70.5","    82.0","     200","     8.5"
"811","90100","GM0703 ","   14210","     260","    18.0","      70","    21.0","      70","    21.0","      30","    10.0","     210","       .","       .","     170","    63.5","    79.0","      70","     5.0"
"812","90100","GM0274 ","   18570","     650","    35.0","     180","    21.5","     180","    21.0","      90","    11.0","     490","       .","       .","     360","    55.0","    74.0","     120","     6.5"
"813","90100","GM0339 ","    3330","      40","    11.5","      10","    21.0","      20","    28.5","      10","     9.5","      10","       .","       .","      10","    16.0","    75.0","      10","     3.5"
"814","90100","GM1667 ","    8590","     100","    12.0","      40","    24.5","      30","    21.5","      20","    12.5","      90","       .","       .","      70","    66.5","    73.5","     140","    16.0"
"815","90100","GM0275 ","   26520","    1100","    41.5","     280","    20.0","     290","    20.5","     140","    10.0","     670","       .","       .","     540","    49.0","    81.0","     290","    11.0"
"816","90100","GM0340 ","   12210","     300","    24.5","      60","    15.5","      80","    21.0","      50","    13.0","     100","       .","       .","      70","    24.5","    73.5","      70","     5.5"
"817","90100","GM0597 ","   28420","     940","    33.0","     240","    21.5","     200","    18.0","     100","     9.0","     670","       .","       .","     520","    54.5","    76.5","     130","     4.5"
"818","90100","GM0196 ","    7080","     260","    37.0","      60","    19.0","      60","    16.5","      40","    11.5","     110","       .","       .","      80","    31.0","    77.0","      60","     8.0"
"819","90100","GM1742 ","   23720","     460","    19.5","     130","    23.0","     100","    17.5","      60","    10.5","     440","       .","       .","     340","    73.5","    77.5","     150","     6.5"
"820","90100","GM0603 ","   32870","    1540","    46.5","     430","    22.0","     450","    23.0","     210","    10.5","     360","       .","       .","     260","    16.5","    71.0","     130","     4.0"
"821","90100","GM1669 ","   13060","     300","    23.5","      70","    17.0","      70","    18.0","      40","    10.5","     310","       .","       .","     240","    77.5","    77.0","     140","    11.0"
"822","90100","GM0957 ","   38110","    1940","    51.0","     520","    20.0","     610","    23.5","     310","    12.0","    1350","       .","       .","    1120","    57.5","    83.0","     530","    14.0"
"823","90100","GM0736 ","   28360","     530","    18.5","     150","    23.5","     150","    22.5","      80","    12.5","     230","       .","       .","     160","    31.0","    70.5","      60","     2.5"
"824","90100","GM1674 ","   49970","    2030","    40.5","     490","    19.0","     540","    20.5","     260","    10.0","     500","       .","       .","     380","    18.5","    75.5","     660","    13.0"
"825","90100","GM0599 ","  442720","   39720","    89.5","    8490","    17.0","    9000","    18.0","    4860","    10.0","    6560","       .","       .","    4980","    12.5","    76.0","    2050","     4.5"
"826","90100","GM0277 ","     900","      10","     5.5","       0","       .","       0","       .","       0","       .","       0","       .","       .","       0","       .","       .","       0","       ."
"827","90100","GM0840 ","   14920","     370","    24.5","      90","    19.5","      80","    17.5","      40","     9.0","      80","       .","       .","      60","    16.5","    74.0","     300","    20.0"
"828","90100","GM0441 ","   28880","     610","    21.0","     170","    22.0","     140","    18.0","      90","    11.5","     170","       .","       .","     130","    21.0","    74.0","     190","     6.5"
"829","90100","GM0279 ","    6100","      70","    12.0","      30","    23.5","      30","    29.0","      20","    18.0","      70","       .","       .","      40","    59.5","    64.0","      10","     1.5"
"830","90100","GM0606 ","   52700","    2870","    54.5","     570","    16.0","     630","    17.5","     300","     8.5","    1560","       .","       .","    1200","    42.0","    77.0","     460","     8.5"
"831","90100","GM0088 ","     590","      10","    17.0","       0","       .","       0","       .","       0","       .","       0","       .","       .","       0","       .","       .","       0","       ."
"832","90100","GM0962 ","    7970","     190","    23.5","      70","    26.5","      30","    13.0","      20","     6.0","     120","       .","       .","     110","    56.0","    87.5","      70","     9.0"
"833","90100","GM1676 ","   20350","     510","    25.0","     150","    22.5","     150","    21.5","     100","    14.0","     280","       .","       .","     190","    38.0","    68.5","     240","    11.5"
"834","90100","GM0965 ","    6620","     150","    22.0","      60","    27.5","      60","    29.0","      40","    17.0","     130","       .","       .","      90","    64.5","    70.5","     110","    16.0"
"835","90100","GM1702 ","    7620","      90","    12.0","      30","    21.0","      30","    24.5","      10","    10.0","      60","       .","       .","      40","    45.0","    64.0","      60","     7.5"
"836","90100","GM0845 ","   18130","     270","    15.0","      80","    21.5","      70","    21.0","      40","    11.5","     160","       .","       .","     110","    40.0","    69.0","     220","    12.0"
"837","90100","GM1883 ","   60800","    2980","    49.0","     580","    15.5","     660","    18.0","     310","     8.5","     290","       .","       .","     160","     5.5","    56.0","     700","    11.5"
"838","90100","GM0610 ","   15770","     520","    33.0","     130","    19.0","     150","    22.0","      70","    11.0","     190","       .","       .","     110","    20.5","    56.5","     110","     7.0"
"839","90100","GM0040 ","    9560","     250","    26.5","      90","    26.0","      90","    25.0","      50","    13.5","     270","       .","       .","     220","    87.5","    81.5","      70","     7.0"
"840","90100","GM1714 ","   14320","     350","    24.0","     100","    21.0","      90","    19.5","      50","    10.0","     180","       .","       .","     120","    35.5","    67.5","     100","     7.0"
"841","90100","GM0090 ","   35670","    1990","    55.5","     530","    20.0","     590","    22.5","     320","    12.5","     550","       .","       .","     400","    20.0","    73.0","     440","    12.5"
"842","90100","GM0342 ","   28610","     800","    28.0","     190","    18.5","     230","    22.0","     120","    12.0","     880","       .","       .","     700","    87.5","    79.5","     150","     5.5"
"843","90100","GM0847 ","   12780","     260","    20.0","      80","    24.5","      60","    18.0","      30","    10.5","      40","       .","       .","      30","    12.5","    86.5","      90","     6.5"
"844","90100","GM0848 ","   10170","     240","    23.5","      60","    18.5","      60","    18.0","      30","     9.0","      90","       .","       .","      70","    28.0","    74.5","      40","     4.0"
"845","90100","GM0037 ","   19930","    1070","    53.5","     310","    22.0","     300","    21.0","     170","    11.5","     680","       .","       .","     530","    49.5","    77.5","     700","    35.0"
"846","90100","GM0180 ","   10580","     170","    16.0","      50","    23.0","      40","    17.0","      20","     9.0","      50","       .","       .","      40","    21.0","    73.0","      50","     4.5"
"847","90100","GM0532 ","   13690","     310","    23.0","     110","    25.0","     110","    25.5","      60","    14.5","     180","       .","       .","     130","    41.0","    72.0","     100","     7.0"
"848","90100","GM0851 ","   16580","     370","    22.5","     120","    23.0","     110","    21.5","      70","    13.0","     160","       .","       .","     110","    30.0","    72.5","     120","     7.0"
"849","90100","GM1708 ","   27810","     870","    31.5","     230","    20.0","     250","    22.5","     140","    12.5","     950","       .","       .","     790","    90.0","    82.5","     340","    12.5"
"850","90100","GM0971 ","   15700","     330","    21.0","      90","    19.0","     140","    30.5","      70","    15.0","     160","       .","       .","     110","    34.0","    71.5","     170","    11.0"
"851","90100","GM1904 ","   41390","     890","    21.5","     240","    21.0","     210","    18.5","     110","     9.5","     260","       .","       .","     200","    22.5","    78.5","     160","     4.0"
"852","90100","GM0617 ","    5800","     100","    17.0","      30","    25.0","      30","    22.5","      10","    11.5","      80","       .","       .","      60","    60.0","    77.5","      20","     3.5"
"853","90100","GM1900 ","   52680","    2470","    47.0","     650","    20.5","     610","    19.5","     340","    11.0","     730","       .","       .","     480","    19.5","    65.5","     520","    10.0"
"854","90100","GM0715 ","   33850","    1190","    35.0","     330","    21.5","     360","    23.0","     180","    12.0","     790","       .","       .","     580","    49.0","    74.0","     430","    12.5"
"855","90100","GM0093 ","    3230","      20","     6.0","      10","    18.0","      10","    32.0","       0","       .","      20","       .","       .","      10","    68.5","    59.0","      10","     3.0"
"856","90100","GM0448 ","    8630","     150","    17.0","      50","    25.5","      40","    23.0","      20","    10.5","      20","       .","       .","      10","     7.5","    50.0","     120","    14.5"
"857","90100","GM1525 ","   24000","     370","    15.5","     150","    31.5","     100","    22.0","      50","    11.5","     130","       .","       .","      90","    23.5","    68.5","     130","     5.5"
"858","90100","GM0716 ","   16310","     390","    24.0","     130","    24.5","     100","    19.5","      50","    10.5","     270","       .","       .","     200","    52.0","    74.5","     100","     6.0"
"859","90100","GM0281 ","   27790","    1340","    48.5","     290","    16.5","     370","    21.5","     190","    10.5","     310","       .","       .","     190","    14.0","    61.0","     330","    12.0"
"860","90100","GM0855 ","  149170","    7560","    50.5","    1970","    20.0","    2160","    22.0","    1190","    12.0","     580","       .","       .","     240","     3.0","    41.5","    1400","     9.5"
"861","90100","GM0183 ","   13950","     170","    12.0","      60","    26.0","      40","    18.5","      20","     9.5","      80","       .","       .","      40","    22.0","    45.0","     100","     7.0"
"862","90100","GM1700 ","   21650","     610","    28.0","     150","    20.0","     140","    19.0","      70","    10.0","     260","       .","       .","     180","    29.5","    68.5","     310","    14.5"
"863","90100","GM1730 ","   20170","     480","    23.5","     180","    28.5","     160","    24.5","      90","    13.5","     270","       .","       .","     180","    38.5","    69.0","      80","     4.0"
"864","90100","GM0737 ","   19610","     560","    28.5","     170","    23.0","     170","    23.0","      80","    11.5","     450","       .","       .","     320","    57.0","    71.5","     170","     8.5"
"865","90100","GM0856 ","   26840","     740","    27.5","     200","    21.0","     190","    20.5","     100","    11.0","     240","       .","       .","     150","    20.5","    62.0","     370","    13.5"
"866","90100","GM0450 ","    8950","     160","    18.0","      40","    19.5","      30","    13.5","      20","     9.5","      20","       .","       .","      10","     7.5","    52.0","      40","     4.0"
"867","90100","GM0451 ","   19320","     370","    19.0","     140","    27.5","     130","    26.0","      90","    17.0","     280","       .","       .","     220","    59.5","    78.0","      60","     3.5"
"868","90100","GM0184 ","   12850","     160","    12.5","      50","    26.5","      40","    18.0","      20","    10.0","      90","       .","       .","      60","    35.0","    66.0","      70","     5.0"
"869","90100","GM0344 ","  253820","   11100","    43.5","    2920","    20.5","    2890","    20.5","    1470","    10.5","    1950","       .","       .","    1520","    13.5","    78.0","     790","     3.0"
"870","90100","GM1581 ","   30110","     730","    24.0","     210","    22.5","     160","    17.5","      90","     9.0","     290","       .","       .","     200","    28.0","    70.5","     100","     3.0"
"871","90100","GM0981 ","    6300","     320","    51.0","      60","    14.5","      50","    14.0","      40","    10.0","     160","       .","       .","     130","    39.5","    79.0","      70","    10.5"
"872","90100","GM0994 ","   10120","     310","    30.5","      70","    18.0","      80","    20.0","      40","     9.0","     160","       .","       .","     120","    38.0","    73.0","      90","     9.0"
"873","90100","GM0858 ","   19200","     560","    29.5","     130","    18.5","     110","    16.0","      70","     9.5","     160","       .","       .","     120","    21.0","    72.0","     170","     8.5"
"874","90100","GM0047 ","   17550","    1050","    60.0","     280","    21.0","     270","    20.0","     140","    10.0","     600","       .","       .","     490","    46.5","    82.0","     430","    24.5"
"875","90100","GM0345 ","   41890","    1420","    34.0","     360","    19.0","     480","    25.5","     270","    14.0","     470","       .","       .","     300","    21.0","    64.0","     290","     7.0"
"876","90100","GM0717 ","   13150","     220","    16.5","      40","    13.5","      50","    18.5","      30","    10.0","      30","       .","       .","      20","    10.5","    76.5","      50","     4.0"
"877","90100","GM0861 ","   29040","     610","    21.0","     130","    17.0","     160","    20.5","      80","    10.5","     490","       .","       .","     400","    65.0","    81.0","     200","     7.0"
"878","90100","GM0453 ","   44550","    1520","    34.0","     370","    20.0","     350","    19.0","     170","     9.0","     610","       .","       .","     490","    32.0","    80.5","     230","     5.0"
"879","90100","GM0983 ","   66160","    3380","    51.0","     740","    17.5","     830","    19.5","     460","    11.0","     140","       .","       .","      30","     1.0","    20.0","     660","    10.0"
"880","90100","GM0984 ","   28460","     880","    30.5","     240","    21.0","     220","    19.5","     120","    10.5","      70","       .","       .","      20","     2.5","    29.0","     460","    16.0"
"881","90100","GM0620 ","   12760","     300","    23.0","      80","    20.5","      90","    22.0","      50","    13.5","     170","       .","       .","     130","    45.5","    81.0","      40","     3.0"
"882","90100","GM0622 ","   45970","    2670","    58.0","     570","    17.0","     670","    20.0","     300","     9.0","    1460","       .","       .","    1160","    43.5","    80.0","     370","     8.0"
"883","90100","GM0048 ","    9750","     340","    34.5","     110","    23.5","     110","    23.5","      60","    13.5","     230","       .","       .","     180","    54.5","    79.5","     310","    31.5"
"884","90100","GM0096 ","     800","      10","    13.5","       0","       .","       0","       .","       0","       .","      10","       .","       .","      10","    54.5","    85.5","       0","       ."
"885","90100","GM0718 ","   28300","    1980","    70.0","     480","    19.0","     550","    21.5","     290","    11.5","     220","       .","       .","     160","     8.0","    72.5","     360","    12.5"
"886","90100","GM0986 ","    7600","     140","    18.5","      50","    29.0","      40","    23.0","      20","    13.0","     130","       .","       .","     110","    79.5","    83.5","      70","     9.5"
"887","90100","GM0626 ","   15310","     360","    23.5","     100","    23.0","      80","    18.5","      50","    10.5","     250","       .","       .","     180","    50.5","    73.0","      60","     4.0"
"888","90100","GM0285 ","   15200","     310","    20.5","     110","    26.5","     110","    26.5","      60","    13.5","      80","       .","       .","      50","    15.5","    57.0","      90","     6.0"
"889","90100","GM0865 ","   16770","     300","    18.0","     110","    25.0","     120","    29.0","      60","    14.5","     320","       .","       .","     200","    67.5","    63.5","     200","    12.0"
"890","90100","GM0866 ","   10300","     230","    22.0","      60","    21.0","      30","    12.5","      10","     5.0","      90","       .","       .","      70","    28.5","    76.5","      60","     5.5"
"891","90100","GM0867 ","   30850","     830","    27.0","     220","    20.0","     280","    26.0","     140","    13.0","     290","       .","       .","     150","    18.0","    51.5","     270","     8.5"
"892","90100","GM0627 ","   17580","     390","    22.0","     110","    22.5","     110","    21.5","      60","    13.0","     130","       .","       .","      70","    19.0","    58.5","     100","     6.0"
"893","90100","GM0289 ","   27780","     820","    29.5","     270","    25.5","     260","    24.0","     140","    13.0","     300","       .","       .","     210","    25.5","    69.5","     170","     6.0"
"894","90100","GM0629 ","   15210","     480","    31.5","     120","    21.5","     100","    18.0","      60","    10.0","     300","       .","       .","     250","    51.5","    81.5","      50","     3.5"
"895","90100","GM0852 ","   10550","     200","    19.0","      60","    28.0","      30","    15.0","      20","     8.0","      30","       .","       .","      20","     8.5","    60.5","      30","     2.5"
"896","90100","GM0988 ","   31960","    1040","    32.5","     290","    20.5","     300","    21.0","     170","    12.0","    1170","       .","       .","     880","    84.5","    75.5","     420","    13.0"
"897","90100","GM0457 ","   12400","     410","    33.0","      80","    15.5","      90","    18.5","      50","    10.5","     230","       .","       .","     190","    46.5","    82.5","      40","     3.5"
"898","90100","GM0870 ","   17140","     320","    18.5","      90","    22.0","      80","    20.5","      50","    11.5","     120","       .","       .","      90","    28.0","    75.0","      80","     4.5"
"899","90100","GM0668 ","   12460","     240","    19.5","      60","    19.0","      60","    20.0","      40","    12.0","      50","       .","       .","      30","    13.0","    61.5","      60","     5.0"
"900","90100","GM1701 ","   11540","     240","    20.5","      60","    19.0","      80","    24.5","      30","    10.0","     270","       .","       .","     200","    85.0","    74.5","     130","    11.5"
"901","90100","GM0293 ","   10170","     410","    40.0","     100","    19.0","     110","    21.0","      70","    12.5","     150","       .","       .","     110","    26.0","    69.5","     100","    10.0"
"902","90100","GM1783 ","   70530","    1360","    19.5","     330","    19.0","     410","    23.0","     220","    12.5","     570","       .","       .","     430","    31.5","    76.5","     320","     4.5"
"903","90100","GM0098 ","   16110","     540","    33.5","     150","    20.0","     180","    24.5","     100","    14.0","     580","       .","       .","     420","    78.0","    73.0","     200","    12.5"
"904","90100","GM0614 ","    8940","     150","    16.5","      50","    23.5","      50","    23.5","      30","    14.0","      50","       .","       .","      20","    15.0","    45.0","      20","     2.0"
"905","90100","GM0189 ","   15250","     250","    16.5","      80","    26.0","      70","    21.0","      40","    11.0","     110","       .","       .","      60","    23.0","    51.5","     110","     7.0"
"906","90100","GM0296 ","   26420","     780","    29.5","     170","    17.0","     180","    19.0","     100","    10.5","      80","       .","       .","      40","     5.5","    51.0","     220","     8.5"
"907","90100","GM1696 ","   14630","     230","    15.5","      70","    22.5","      90","    27.0","      40","    12.5","      80","       .","       .","      50","    20.5","    57.0","      30","     2.0"
