"ID","Leeftijd","Regiokenmerken","Inwoners_1","Bijstandsontvangers_2","Bijstandsdichtheid_3","Instromers_4","Instromers_5","Uitstromers_6","Uitstromers_7","UitstromersNaarWerk_8","UitstromersNaarWerk_9","PersonenMetReIntegratievoorziening_10","WerkendenNaReIntegratie_11","WerkendenNaReIntegratie_12","PersonenMetBijstandEnReIntegratie_13","BijstandontvangersMetReIntegratie_14","ReIntegratieontvangersMetBijstand_15","WSWWerknemers_16","WSWDichtheid_17"
"165","20150","GM1652","   24710","     430","    17.5","     160","    29.5","     120","    21.5","      60","    10.5","     120","      60","    30.0","     100","    25.5","    84.5","     240","     9.5"
"166","20150","GM0907","   14420","     320","    22.0","     100","    24.0","      60","    14.0","      30","     7.5","      80","      20","    14.5","      60","    18.5","    72.5","     240","    16.5"
"167","20150","GM0689","   12010","     120","     9.5","      50","    34.5","      30","    21.0","      10","     8.0","      70","      20","    17.5","      60","    50.5","    85.0","      30","     2.5"
"168","20150","GM0784","   21830","     500","    23.0","     190","    29.5","     140","    22.0","      60","    10.5","     440","      80","    18.0","     360","    76.0","    81.5","      90","     4.5"
"169","20150","GM1924","   40120","     460","    11.5","     220","    34.5","     180","    27.5","      90","    14.5","     150","      60","    34.0","     110","    24.0","    71.0","     270","     6.5"
"170","20150","GM0664","   31660","     860","    27.5","     300","    28.0","     250","    23.0","     110","    11.0","     530","     120","    17.0","     450","    56.0","    84.5","     310","    10.0"
"171","20150","GM0785","   19180","     350","    18.0","     120","    28.0","     110","    24.5","      60","    14.0","     180","      60","    32.0","     130","    38.0","    70.5","     140","     7.5"
"172","20150","GM0512","   29310","     920","    31.5","     290","    25.0","     240","    20.5","     110","    11.0","     400","      90","    16.5","     330","    41.0","    83.0","     310","    10.5"
"173","20150","GM0513","   58640","    2190","    37.5","     730","    25.5","     630","    22.5","     270","    11.0","     530","     180","    22.5","     350","    18.5","    65.0","     510","     8.5"
"174","20150","GM0786","   10640","     170","    16.0","     120","    41.5","      60","    21.5","      30","    10.5","      70","      20","    21.5","      50","    28.5","    69.0","      90","     9.0"
"175","20150","GM0518","  429190","   31360","    73.0","    9180","    23.5","    7460","    19.0","    3020","     8.5","    9510","    2340","    12.5","    7920","    29.0","    83.5","    1980","     4.5"
"176","20150","GM0241","   29670","     830","    28.0","     280","    27.5","     210","    21.0","      90","     9.5","      90","      10","     4.0","      50","     6.0","    54.0","     230","     7.5"
"177","20150","GM0014","  176810","   11350","    64.0","    3350","    23.0","    3170","    21.5","    1640","    11.5","    2120","     590","    18.0","    1580","    14.5","    75.0","    1240","     7.0"
"178","20150","GM0015","    9900","     180","    18.0","      80","    32.0","      80","    30.5","      50","    20.5","     100","      40","    25.0","      90","    49.0","    85.0","      90","     9.5"
"179","20150","GM1729","   12840","     180","    14.5","     110","    39.5","      50","    19.0","      20","     8.0","     100","      20","    18.5","      70","    44.0","    73.5","     110","     8.5"
"180","20150","GM0158","   20330","     430","    21.0","     160","    26.5","     160","    27.0","      50","     9.5","      80","      10","     8.0","      70","    16.5","    77.5","     130","     6.0"
"181","20150","GM0788","   11570","      90","     7.5","      50","    35.0","      40","    30.5","      20","    16.5","      20","      10","    30.5","      10","    13.5","    69.0","      90","     7.5"
"182","20150","GM0392","  131270","    4070","    31.0","    1200","    23.5","     980","    19.0","     400","     8.5","     950","     100","    15.0","     540","    14.5","    57.5","     720","     5.5"
"183","20150","GM0393","    4750","      80","    16.0","      30","    29.0","      20","    18.0","      10","     9.5","      70","      10","    11.5","      60","    85.5","    84.5","      10","     1.5"
"184","20150","GM0394","  117880","    2090","    18.0","     680","    25.0","     570","    20.5","     250","    10.0","     670","     110","    16.5","     430","    23.0","    64.0","     320","     2.5"
"185","20150","GM1655","   25180","     530","    21.0","     180","    26.5","     160","    23.0","      60","     9.5","     320","      30","    10.0","     230","    48.0","    74.5","     250","    10.0"
"186","20150","GM0160","   48520","     950","    19.5","     370","    28.5","     330","    26.0","     160","    13.0","     680","     190","    21.0","     550","    62.0","    81.5","     440","     9.0"
"187","20150","GM0243","   37410","    1030","    27.5","     330","    25.5","     270","    20.5","     130","    11.0","     280","      90","    15.0","     220","    24.0","    79.5","     230","     6.0"
"188","20150","GM0523","   14290","     160","    11.5","      50","    26.0","      40","    20.0","      20","    11.0","     100","      20","    18.5","      80","    53.5","    85.5","      50","     3.5"
"189","20150","GM0017","   15910","     290","    18.5","     190","    40.5","     120","    27.0","      60","    12.5","     230","     100","    33.0","     200","    73.0","    86.0","      50","     3.0"
"190","20150","GM0072","   13260","     600","    45.5","     180","    23.5","     150","    19.5","      70","     9.5","     390","     110","    18.5","     330","    56.5","    84.0","     110","     8.0"
"191","20150","GM0244","    9750","     130","    13.0","      60","    31.5","      50","    28.0","      20","    11.0","     140","      30","    21.0","     100","    79.5","    70.5","      50","     5.0"
"192","20150","GM0396","   33230","    1010","    30.5","     310","    24.5","     260","    20.5","     130","    11.0","     120","      80","    19.0","     100","    10.0","    80.5","     170","     5.0"
"193","20150","GM0397","   22070","     280","    12.5","     120","    32.0","     110","    28.5","      50","    14.5","     250","      50","    15.5","     210","    83.0","    82.5","      70","     3.5"
"194","20150","GM0246","   15470","     180","    11.5","      80","    35.0","      40","    17.5","      20","     9.0","      80","      20","    26.5","      40","    25.0","    56.5","     110","     7.5"
"195","20150","GM0074","   41790","    1540","    37.0","     520","    25.0","     520","    25.0","     280","    14.0","     250","     120","    34.0","     170","    11.5","    68.0","     400","     9.5"
"196","20150","GM0398","   43630","     890","    20.5","     310","    26.5","     270","    22.5","     140","    13.0","     420","      70","    12.5","     320","    39.0","    76.0","     200","     4.5"
"197","20150","GM0917","   76100","    5240","    69.0","    1610","    24.0","    1440","    21.5","     580","     9.0","    1920","     460","    21.0","    1440","    29.5","    75.0","    1380","    18.0"
"198","20150","GM1658","   13280","     120","     9.5","      50","    31.5","      30","    20.5","      20","    14.5","      20","      10","    15.5","      20","    15.0","    85.5","      60","     4.5"
"199","20150","GM0399","   19100","     270","    14.0","     100","    29.5","      60","    19.5","      40","    12.0","     160","      40","    29.0","     100","    38.5","    62.5","      50","     2.5"
"200","20150","GM0400","   47900","    2010","    42.0","     600","    23.5","     490","    19.0","     230","     9.5","     570","     100","    15.5","     390","    21.0","    68.5","     310","     6.5"
"201","20150","GM0163","   29500","     500","    17.0","     170","    26.5","     130","    21.0","      80","    13.5","     390","      90","    25.0","     260","    56.5","    68.5","     180","     6.0"
"202","20150","GM0530","   32580","     960","    29.5","     300","    24.0","     240","    19.5","     120","    11.0","     730","     140","    22.5","     490","    54.5","    66.5","     100","     3.0"
"203","20150","GM0794","   73860","    3240","    44.0","     990","    23.5","     940","    22.5","     410","    11.0","     760","     300","    16.0","     630","    21.5","    83.0","     910","    12.5"
"204","20150","GM0531","   23380","     350","    15.0","     100","    24.0","      60","    15.0","      40","     9.5","      50","      20","    31.0","      30","    10.0","    64.5","      50","     2.0"
"205","20150","GM0164","   67570","    2830","    42.0","     930","    25.0","     900","    24.0","     460","    13.5","     640","     160","    19.5","     430","    17.0","    66.5","     560","     8.5"
"206","20150","GM0796","  126870","    4600","    36.5","    1340","    23.0","    1180","    20.0","     520","     9.5","    1550","     350","    12.5","    1310","    31.5","    85.0","    1140","     9.0"
"207","20150","GM0252","   13780","     250","    18.0","      80","    24.5","      70","    21.0","      30","    10.0","      20","      10","     9.0","      10","     4.0","    53.0","      80","     5.5"
"208","20150","GM0797","   36230","     660","    18.0","     250","    27.5","     230","    25.0","     110","    13.5","     160","      70","    25.0","      90","    14.0","    54.0","     230","     6.5"
"209","20150","GM0534","   17680","     270","    15.0","     110","    29.5","     100","    26.5","      50","    15.0","      60","      40","    34.0","      50","    18.5","    82.0","      90","     5.0"
"210","20150","GM0798","   12740","     130","    10.5","      50","    28.5","      30","    17.5","      20","    12.5","      10","       0","       .","      10","    10.0","    93.0","      80","     6.5"
"211","20150","GM0402","   72830","    2280","    31.5","     680","    24.0","     580","    20.5","     260","    10.0","     900","     240","    19.5","     800","    38.0","    88.5","     350","     5.0"
"212","20150","GM1735","   29300","     480","    16.5","     190","    31.0","     130","    22.0","      70","    11.0","     390","      80","    21.0","     300","    65.5","    76.5","     130","     4.5"
